label,dark_pixel_count,avg_x,avg_y,bbox_width,bbox_height,intersection_count,loop_count,corner_count,symmetry_metric,writing_angle,writing_magnitude,q1_angle,q2_angle,q3_angle,q4_angle,q1_magnitude,q2_magnitude,q3_magnitude,q4_magnitude
0,110,13.636363636363637,14.072727272727272,17,20,34,1,14,87.24489795918367,-45.0,3842184320.1952095,-135.0,121.0,-45.0,161.0,938866316.9502306,727832336.8238785,829384051.1647155,401701059.80060047
1,35,13.4,14.257142857142858,4,20,20,0,6,94.13265306122449,-175.0,5089039509.09133,-45.0,45.0,135.0,135.0,31720709.866370343,151672333.86386883,126048620.51366986,42664254.11399302
5,66,13.545454545454545,14.303030303030303,10,19,20,0,9,88.77551020408163,-135.0,3127962600.0000005,135.0,81.0,-45.0,45.0,217794035.455702,342389283.7368438,258075013.03960192,734165132.7339242
1,26,13.76923076923077,12.807692307692308,8,19,18,0,4,93.87755102040816,25.0,4058668078.619395,-45.0,45.0,-161.0,-179.0,6830895.116371616,450049899.4075852,304321334.3301278,0.0
6,103,14.029126213592233,13.912621359223301,17,20,34,1,14,83.92857142857143,29.0,6773172729.785381,-135.0,45.0,-45.0,45.0,1165829089.0561237,315053290.1598612,780074460.2308834,509472638.7323476
2,77,13.831168831168831,13.792207792207792,16,20,20,0,9,86.98979591836735,-135.0,2851216200.000001,-45.0,135.0,-135.0,81.0,35706397.649351835,571973539.558271,582149363.3305899,574038886.7934067
8,111,14.0990990990991,14.216216216216216,16,20,33,2,13,87.5,45.0,4606371000.000001,-101.0,59.0,135.0,45.0,329760307.0385356,419587519.3080032,473904142.74728775,681471224.5914942
9,48,13.645833333333334,14.1875,10,20,23,0,7,93.36734693877551,19.0,2358507047.692109,45.0,19.0,-135.0,-169.0,572145395.9479151,132133531.04514131,109142394.89432508,353990395.5587344
8,100,13.67,13.93,13,20,31,1,11,84.18367346938776,-135.0,3885373800.0,-135.0,45.0,109.0,169.0,1281170540.1538594,512408997.60100603,209013332.39207572,277287239.5685439
6,67,14.238805970149254,13.985074626865671,15,20,29,1,8,88.5204081632653,75.0,3495402219.065847,-161.0,59.0,135.0,45.0,280536014.0116343,281353919.6753584,418062056.50826496,563478629.0315377
7,56,14.392857142857142,14.178571428571429,10,20,22,0,6,91.83673469387756,19.0,3240551595.0065246,-45.0,45.0,19.0,45.0,300797588.6259477,472251617.88564634,211205473.1340304,157321395.1941111
8,64,13.625,14.40625,13,20,27,0,10,86.22448979591837,45.0,3029644800.0,-135.0,-45.0,-45.0,45.0,183296596.8857351,671576766.1276293,410163861.89093715,164702431.84232682
1,41,13.75609756097561,14.463414634146341,4,19,19,0,3,94.13265306122449,-3.0,2467052637.4977603,45.0,45.0,161.0,161.0,69574869.69724128,83226689.27813125,42077682.906800665,154276712.11832982
1,21,14.0,13.0,8,20,18,0,3,94.64285714285714,19.0,2185651676.9097257,-179.0,19.0,-161.0,135.0,0.0,279846350.3529681,144230470.90899003,30501308.997621406
9,95,14.284210526315789,13.76842105263158,12,20,24,1,6,85.96938775510205,135.0,1777315573.0010035,135.0,135.0,135.0,161.0,415803582.23349833,208937304.3817379,26419418.680242967,431824192.97771966
2,96,13.53125,13.895833333333334,17,20,22,0,9,84.18367346938776,-135.0,6346960200.000003,-45.0,45.0,45.0,71.0,377305395.3403741,272082390.0175922,533215219.8787613,751345525.6913178
4,41,13.707317073170731,13.878048780487806,12,19,30,0,5,91.58163265306123,25.0,4313677712.501844,-135.0,31.0,135.0,45.0,403143234.3537096,275552512.022539,183530213.86553773,301628193.77139693
0,152,13.94078947368421,13.335526315789474,17,20,34,1,11,87.75510204081633,45.0,2782029600.000001,45.0,99.0,135.0,45.0,636566831.3054966,268415917.55120713,833653293.9717025,808041172.0190719
2,95,13.51578947368421,13.51578947368421,18,18,22,0,11,84.94897959183673,-81.0,3181734794.5243535,-71.0,135.0,-135.0,67.0,750272957.8351648,607307686.2760098,96279782.79177953,778105732.11876
6,79,14.10126582278481,14.278481012658228,13,20,29,1,11,88.01020408163265,23.0,3112710428.7844357,-135.0,45.0,135.0,-135.0,360667056.09875953,353709396.10711485,446998292.48067915,873368715.0939964
1,47,14.425531914893616,13.25531914893617,6,19,19,0,3,92.60204081632652,-175.0,1909987493.6018271,-45.0,-45.0,175.0,175.0,6830895.116371616,164716983.96714804,179081502.32353735,108902208.98032503
5,126,14.452380952380953,14.365079365079366,19,20,24,0,9,82.14285714285714,-71.0,2127917407.5681384,-135.0,79.0,-45.0,135.0,509661187.31742924,306618768.1500779,812794084.3842062,341754574.0342918
8,102,14.245098039215685,13.382352941176471,15,20,31,1,11,83.6734693877551,-45.0,2957194437.2082634,-45.0,45.0,-45.0,45.0,631351266.6562264,313808725.627627,224031842.30506364,543014170.3664601
2,93,13.688172043010752,14.129032258064516,12,20,20,0,9,88.5204081632653,45.0,8174943000.000002,-45.0,45.0,-135.0,79.0,296786877.02782285,460256403.1164409,543723106.5428526,166884668.16789028
1,63,13.968253968253968,13.920634920634921,8,20,21,0,4,90.56122448979592,11.0,976995268.4363054,-45.0,-5.0,5.0,175.0,24759764.749998726,112139386.6775783,179210526.8157192,98009293.33215943
7,53,13.867924528301886,13.735849056603774,13,20,20,0,7,92.09183673469387,25.0,3417562716.6698623,-79.0,23.0,19.0,45.0,488622817.11826605,321174207.09758675,161034492.8932954,68501055.11736779
2,55,14.745454545454546,13.672727272727272,19,20,28,0,7,86.4795918367347,65.0,1920284179.7175035,-135.0,135.0,-45.0,71.0,62265744.7467158,332508138.39855546,454685617.9408526,275889899.93402725
5,102,14.372549019607844,13.990196078431373,16,20,25,0,9,83.6734693877551,-45.0,4437158271.586138,11.0,81.0,-45.0,101.0,355257139.21661615,206297526.4121859,588622702.8181146,560303642.273966
0,113,13.654867256637168,13.601769911504425,15,20,34,1,12,84.94897959183673,161.0,3158029879.0741825,-135.0,135.0,135.0,45.0,332167374.1277809,435106922.39008224,1339340752.1634984,694828353.852209
3,93,14.182795698924732,14.43010752688172,16,20,21,0,9,86.4795918367347,85.0,2657669244.3756504,-45.0,-45.0,-71.0,45.0,60512103.61555288,637186022.7955796,517698762.26875806,522122534.5861917
8,92,13.434782608695652,13.456521739130435,20,18,32,1,15,83.16326530612244,45.0,4143913200.000002,45.0,59.0,-45.0,45.0,943772850.0000001,918075799.9476222,503409449.0299729,192634650.90595177
9,82,14.573170731707316,14.158536585365853,14,20,28,1,8,86.73469387755102,19.0,2987955662.8308372,45.0,71.0,-45.0,45.0,401188006.6446328,145803368.98811424,494851480.81761247,460855979.0528049
6,36,14.11111111111111,15.13888888888889,12,20,28,0,1,92.85714285714286,19.0,1040280323.8456684,19.0,45.0,135.0,45.0,126455911.23303482,70981154.91436794,224843981.6262173,317634069.5657875
3,83,13.734939759036145,14.19277108433735,12,20,20,0,10,86.98979591836735,-83.0,2765366063.931667,-71.0,45.0,-71.0,135.0,282883713.6356121,401521813.34904224,524313157.0378922,506724521.3035247
0,103,14.194174757281553,14.310679611650485,19,20,35,1,14,79.33673469387756,45.0,4821213600.000001,45.0,-45.0,161.0,-135.0,535474799.79193026,764511721.7980666,643920024.6459725,1589250012.5847082
7,61,14.704918032786885,13.262295081967213,14,20,19,0,8,92.60204081632652,85.0,3078650154.335264,-79.0,-135.0,-45.0,45.0,492787878.20771086,516244063.80832464,196759467.90042236,527263275.44862306
6,50,13.4,13.94,14,18,32,0,7,89.79591836734694,19.0,4174073880.6443715,19.0,45.0,135.0,169.0,568304241.6988628,118363867.68739216,189263569.29267368,298289961.9679872
1,32,13.53125,14.0625,7,20,20,0,5,92.85714285714286,-161.0,4155849584.685798,-179.0,19.0,-161.0,135.0,0.0,211745862.9910072,201770608.81369475,30501308.997621406
6,102,13.656862745098039,14.245098039215685,13,20,25,1,11,87.75510204081633,-135.0,5513079600.000001,45.0,45.0,-45.0,45.0,79055905.43443519,873222575.3261806,224739938.52260804,695826984.9161988
3,97,13.835051546391753,13.75257731958763,16,20,25,0,11,88.5204081632653,75.0,3913536786.8791385,-71.0,45.0,-45.0,45.0,531308379.39498293,428394192.76612693,346633846.0463592,783103554.1094233
8,63,14.285714285714286,13.53968253968254,20,19,26,1,6,87.5,61.0,2474111745.1174774,-71.0,79.0,-101.0,45.0,296979479.08455503,621616168.9443117,315345260.1239547,168472399.81936744
8,90,13.766666666666667,14.577777777777778,17,19,30,1,12,83.6734693877551,45.0,7344703800.000001,-135.0,79.0,-135.0,45.0,522057181.9473803,980049501.3913339,476306750.7778289,365114918.1660453
1,24,14.208333333333334,14.291666666666666,3,20,20,0,2,94.89795918367348,3.0,2717560201.303056,-45.0,5.0,-45.0,45.0,13284076.958592614,234391555.53073344,13284076.958592612,286945592.1546968
1,19,14.31578947368421,13.368421052631579,6,17,17,0,1,95.1530612244898,19.0,2312992807.054166,-179.0,45.0,19.0,135.0,0.0,285540885.41050476,95973245.6001209,30501308.997621406
9,61,14.147540983606557,13.721311475409836,12,19,28,1,8,91.07142857142857,-175.0,3434978322.3672895,-135.0,11.0,135.0,161.0,514408644.7339544,312411545.4738267,237208279.01305607,795578914.7980187
9,41,13.902439024390244,14.292682926829269,12,19,29,0,4,91.07142857142857,19.0,2335900945.222077,45.0,45.0,-135.0,45.0,162562500.00000003,123019693.88443016,259564514.50917017,301857382.28288674
7,83,14.0,13.963855421686747,11,20,22,0,9,87.5,45.0,2512566000.000001,-45.0,45.0,135.0,45.0,289391726.3436253,359230804.0069052,396840439.0883646,106675450.91932076
5,36,14.416666666666666,13.666666666666666,19,18,17,0,5,91.83673469387756,135.0,1997296898.1230505,19.0,71.0,-71.0,135.0,68763277.51106542,450219928.28763664,286778255.0104857,201154522.56214282
6,120,13.708333333333334,14.4,14,20,28,1,5,82.14285714285714,5.0,2839664810.090889,135.0,45.0,161.0,81.0,486891197.56140167,179940921.15233952,160446887.70801827,157860288.44959474
0,88,14.261363636363637,14.511363636363637,17,18,30,0,14,87.75510204081633,135.0,3508219246.2681355,-135.0,79.0,-45.0,59.0,614196646.9214554,574554148.2057599,784831618.8537884,650534456.3291409
1,59,14.474576271186441,14.11864406779661,8,19,19,0,1,88.01020408163265,19.0,1196264135.7477744,-179.0,135.0,-135.0,45.0,0.0,147144726.4031041,120637173.25494161,55978061.40237997
1,27,14.74074074074074,12.333333333333334,4,18,17,0,4,93.11224489795919,11.0,3411493111.399216,-179.0,19.0,-45.0,175.0,0.0,223559127.8942333,13284076.958592614,80948983.6959692
1,33,14.242424242424242,13.969696969696969,4,20,20,0,5,94.13265306122449,-175.0,3054953883.7890263,-179.0,45.0,175.0,45.0,0.0,188943938.2071681,217731484.83339247,144025148.47955194
1,22,14.454545454545455,13.954545454545455,4,19,19,0,3,94.89795918367348,-175.0,2611216312.836938,-179.0,19.0,5.0,45.0,0.0,215077892.74231136,74908800.0,83433793.345332
1,17,14.058823529411764,14.470588235294118,2,19,17,0,0,95.66326530612244,3.0,4082811235.709993,-179.0,45.0,-179.0,175.0,0.0,107340888.16088073,0.0,217731484.8333925
9,56,13.839285714285714,13.875,16,20,32,0,8,89.28571428571429,19.0,2798200227.2591076,45.0,45.0,-45.0,-169.0,436097155.99537694,355449118.772151,203413313.66509068,630924279.4671814
7,80,14.5,14.1625,12,18,19,0,1,86.73469387755102,3.0,1955566632.7539818,-71.0,19.0,-179.0,169.0,173762127.64644262,106934742.51210797,0.0,535776134.13499594
2,81,14.11111111111111,13.839506172839506,14,20,22,0,12,90.05102040816327,85.0,4103990171.2118464,-71.0,45.0,-135.0,79.0,221512109.19651723,516184515.8258648,642006666.6881979,737625257.9735967
9,69,14.0,13.782608695652174,11,19,30,2,11,88.5204081632653,3.0,3417789755.910744,-135.0,71.0,135.0,169.0,492886395.8382784,329632297.12134814,225101749.77761653,560677846.6169251
6,61,13.770491803278688,13.475409836065573,14,20,29,0,9,89.03061224489795,-151.0,2158594480.6805153,-135.0,45.0,-45.0,45.0,386702079.6865103,684822757.841633,501859771.09758365,428625871.9777656
6,84,13.5,14.107142857142858,14,20,29,1,11,84.18367346938776,29.0,2467992539.0729613,31.0,45.0,-45.0,135.0,734797046.8246266,212134384.0544448,409628458.53923965,575311578.312587
0,98,14.153061224489797,14.448979591836734,14,20,33,1,13,84.6938775510204,25.0,3259689578.5058208,-135.0,-45.0,135.0,45.0,616195694.7780447,489202243.5964053,1153200044.9163408,1288552037.4485142
6,64,14.4375,14.09375,14,20,38,1,9,87.24489795918367,45.0,3543082200.0000014,23.0,45.0,-45.0,-135.0,387333237.9967797,386200694.9714412,277104343.8107413,748353387.2936245
4,50,13.94,14.38,12,20,29,0,7,92.85714285714286,25.0,3596831435.137944,9.0,45.0,-135.0,45.0,306226247.851121,324995040.236048,279467264.6030651,365064258.7662499
8,126,13.714285714285714,14.182539682539682,17,19,27,2,14,88.77551020408163,45.0,4595446800.0,-109.0,81.0,-135.0,45.0,488664311.02438974,637152554.703654,505215653.1175355,420994312.8121228
5,34,12.941176470588236,14.794117647058824,16,14,15,0,3,91.83673469387756,-101.0,1961478727.5827544,45.0,71.0,-45.0,45.0,151046291.1000832,312763868.4173644,514892151.5509477,116976959.71352646
6,89,13.898876404494382,13.808988764044944,14,20,29,1,12,85.45918367346938,45.0,3350088000.0000005,-135.0,45.0,135.0,45.0,788756521.9643464,280108159.3443891,949872855.0476692,679395235.1335312
6,63,14.222222222222221,13.698412698412698,12,20,28,1,9,89.54081632653062,19.0,2328681563.0106945,19.0,45.0,135.0,45.0,179102329.42526805,459343192.8288021,364379279.9059611,702481730.3542762
1,44,14.204545454545455,13.568181818181818,6,19,19,0,3,91.3265306122449,19.0,2288739639.081108,-45.0,31.0,135.0,45.0,6830895.116371616,104990499.12236859,133340923.72716881,74824588.21005939
5,71,14.169014084507042,14.408450704225352,14,20,22,0,10,88.01020408163265,109.0,3687023324.601251,45.0,59.0,-45.0,45.0,312168960.53493506,526189635.17361563,421281278.46012723,513585884.07017356
1,28,14.428571428571429,13.821428571428571,4,18,18,0,4,94.38775510204081,-175.0,3301104927.1760216,-179.0,19.0,175.0,45.0,0.0,259156702.5742286,101959200.0,95928240.8529014
0,95,13.789473684210526,14.421052631578947,14,20,33,1,12,80.86734693877551,-135.0,6434353799.999999,-135.0,19.0,-161.0,45.0,451303625.0841397,365776174.1182451,564478179.614237,1156190003.703128
0,103,13.980582524271844,13.854368932038835,16,19,32,1,13,83.41836734693877,-135.0,4602729600.0,45.0,-45.0,161.0,45.0,285147580.20815134,435055168.9327239,773189040.461375,1200885487.9962986
3,84,14.30952380952381,13.226190476190476,18,20,22,0,12,86.73469387755102,71.0,3128010092.226878,-71.0,101.0,-71.0,-135.0,414643821.92297065,717757396.6685781,808012810.8956836,798832053.1897941
5,54,13.962962962962964,13.722222222222221,20,14,14,0,7,87.75510204081633,-101.0,3597216718.234618,45.0,71.0,-71.0,45.0,281477368.0620864,638965902.964935,427532503.56069523,491568604.663834
1,28,13.678571428571429,13.892857142857142,8,20,20,0,4,93.87755102040816,-161.0,4101312421.2269382,-179.0,45.0,-161.0,135.0,0.0,367419461.6829093,303159334.2284014,30501308.997621406
0,167,14.035928143712574,14.173652694610778,15,20,31,1,9,82.90816326530613,135.0,2641999536.889894,19.0,135.0,-45.0,45.0,433082537.4646362,401916182.7496389,344058634.7054281,568671110.139518
8,68,13.897058823529411,14.382352941176471,15,20,30,1,10,85.71428571428571,-135.0,2843933400.000001,19.0,-45.0,-161.0,135.0,112306248.34888254,655948587.9504191,296335729.7707762,184653670.59799907
1,35,14.6,14.457142857142857,6,20,20,0,6,91.07142857142857,-5.0,4497162809.576164,-45.0,45.0,-179.0,135.0,134877025.07847083,42450558.74556135,0.0,434652906.86269873
6,45,14.044444444444444,14.333333333333334,12,18,24,0,7,91.07142857142857,65.0,2102744822.6595602,-135.0,45.0,135.0,67.0,138445998.28992108,374584739.8214793,336262986.54594505,274697458.8698612
1,38,14.473684210526315,15.052631578947368,6,19,19,0,6,94.38775510204081,-5.0,4395174719.913056,5.0,5.0,-135.0,135.0,192326695.29765812,120681774.83150753,6310695.116371615,336601683.6493493
9,89,13.707865168539326,14.51685393258427,16,20,31,1,13,85.45918367346938,71.0,3595312127.4609246,45.0,-11.0,-71.0,-169.0,783248412.2559191,413020066.03470147,529659775.65104705,868785157.2518479
0,97,14.24742268041237,14.597938144329897,18,20,36,1,15,81.88775510204081,135.0,3458649380.2045345,-135.0,-19.0,135.0,45.0,465274180.89890254,498952640.9574911,920144572.9704111,751469068.2822186
3,55,14.345454545454546,13.254545454545454,11,20,22,0,10,90.56122448979592,-135.0,2112012000.0000005,-135.0,135.0,-71.0,135.0,123544054.30984668,357121122.1048979,208030244.63793924,406547040.08181363
4,134,14.223880597014926,14.335820895522389,18,20,32,0,7,88.26530612244898,11.0,2776142650.1572566,135.0,9.0,135.0,161.0,281680330.26636565,247478712.34012076,282963897.7310946,891168867.699917
0,92,13.358695652173912,14.108695652173912,20,14,25,1,15,90.3061224489796,85.0,4788295887.406683,-71.0,-45.0,135.0,-135.0,657076158.377662,702696480.6364563,673268748.1119471,1220238896.690618
4,43,14.023255813953488,14.976744186046512,12,19,32,0,4,91.58163265306123,19.0,2645559453.695446,-135.0,9.0,-71.0,19.0,152062119.4097716,230096799.5363717,181515902.41230753,396249055.2702385
1,66,13.969696969696969,13.530303030303031,8,20,20,0,4,89.79591836734694,19.0,3211788562.143079,-45.0,-5.0,45.0,135.0,31720709.866370343,114563081.88322027,198031850.3679955,60483629.68727896
4,105,13.714285714285714,14.066666666666666,11,20,31,0,6,88.01020408163265,-175.0,4065066362.0179286,19.0,9.0,-135.0,9.0,224170652.08598632,244312563.10435575,133646668.59107597,696646540.1086526
0,94,14.5,13.446808510638299,19,17,29,1,12,80.61224489795919,-135.0,6124834800.0,45.0,11.0,-45.0,45.0,831834469.7051084,259746249.77386096,496359402.6072426,1175735390.5106776
7,60,13.966666666666667,14.166666666666666,12,19,21,0,8,87.24489795918367,11.0,2491098569.497481,-71.0,19.0,-179.0,45.0,452213270.3833231,353989498.01878977,0.0,203612409.7124004
4,55,13.8,13.054545454545455,12,19,27,0,9,93.62244897959184,29.0,4765871557.72603,9.0,31.0,135.0,45.0,640315810.9112073,561549124.7282015,181834696.4505644,317426741.61456186
7,79,14.455696202531646,13.91139240506329,16,20,21,0,9,89.03061224489795,29.0,3952689788.813145,-79.0,-45.0,45.0,-161.0,413968444.4301629,524404633.3975346,51455735.61980578,440108490.2159738
7,57,13.75438596491228,13.333333333333334,14,20,20,0,8,92.09183673469387,79.0,3318897148.1306343,-79.0,45.0,-45.0,71.0,244312563.1043557,839218760.2569665,358832458.85140896,106574189.24660623
7,81,14.407407407407407,13.518518518518519,14,20,22,0,7,87.5,35.0,2288463482.8037667,-71.0,79.0,45.0,175.0,479034820.35466546,198251284.2722271,134231124.41876537,105238617.51938616
3,88,14.5,13.840909090909092,15,20,21,0,12,86.22448979591837,-109.0,3772566189.949888,-109.0,45.0,-71.0,45.0,448386647.39286256,523449766.8407276,553205256.0504879,843460547.3662865
5,63,13.619047619047619,14.777777777777779,12,18,22,0,9,89.03061224489795,-67.0,4062876512.2085547,-135.0,-45.0,-45.0,79.0,419521992.80934453,51355326.06983174,687572007.0456746,641586490.6206855
2,84,14.178571428571429,13.892857142857142,15,20,23,0,10,86.22448979591837,-135.0,6390657000.000001,-109.0,11.0,-135.0,-135.0,330070021.4981914,696980941.9192853,1093491912.6545386,327889005.9936142
8,68,13.720588235294118,14.029411764705882,8,19,30,2,9,92.85714285714286,175.0,3255876602.8264046,135.0,135.0,135.0,135.0,260439614.06919876,264283141.73005375,301989011.6586537,145738816.5351264
6,81,13.617283950617283,14.641975308641975,16,20,27,1,11,88.5204081632653,-161.0,4222156549.0447135,-135.0,45.0,-45.0,45.0,580074403.1998107,223702235.70074505,506725174.62855226,598808273.6959492
5,106,14.20754716981132,13.783018867924529,16,20,24,0,9,85.20408163265306,-45.0,2130499021.6389241,31.0,45.0,-45.0,135.0,242090983.09320343,357850984.6131972,429619656.4201163,484682287.38568246
5,99,14.606060606060606,13.909090909090908,20,20,25,0,14,88.01020408163265,135.0,4994964527.550051,-45.0,-71.0,-45.0,135.0,172288078.56490064,751398312.1184225,1082853217.61101,1108967307.2154083
6,59,14.813559322033898,13.694915254237289,17,20,27,1,9,89.03061224489795,45.0,3917986403.6923785,-135.0,45.0,-45.0,59.0,653021342.4449346,58440207.85812203,613621758.9885037,611461230.3550655
4,60,14.65,13.766666666666667,14,20,28,0,9,89.79591836734694,35.0,7319280326.14233,23.0,45.0,-135.0,45.0,422292336.4124646,663252039.1000909,315774163.415102,517338588.19774055
1,42,14.404761904761905,13.5,4,20,20,0,7,91.3265306122449,5.0,5650930812.096106,-45.0,5.0,-179.0,135.0,56059334.36486045,192326695.2976581,0.0,161846952.03314292
7,50,14.36,12.98,12,18,19,0,7,92.3469387755102,29.0,2446036368.82025,-71.0,19.0,-161.0,85.0,206782497.0627909,307834338.4897171,219210806.86975136,100082908.39016029
4,39,14.487179487179487,14.23076923076923,10,19,25,0,3,93.11224489795919,3.0,2820887781.743364,19.0,23.0,-45.0,45.0,132765830.4037386,48136140.26067969,280541421.76072556,432100963.13140064
9,53,13.88679245283019,13.49056603773585,14,20,27,0,7,88.5204081632653,-135.0,3051493200.0000005,45.0,81.0,-135.0,45.0,629716493.1702856,408987748.03789115,413278543.7881439,626010770.0444955
3,45,14.177777777777777,13.822222222222223,12,20,21,0,8,90.05102040816327,-109.0,1786533011.0735085,-101.0,135.0,-109.0,161.0,320891746.29994106,357273831.35349745,105817946.28931724,356196298.51712054
7,73,13.821917808219178,14.424657534246576,16,20,24,0,9,85.96938775510205,69.0,4587909522.360853,-109.0,19.0,-135.0,71.0,395722566.8692932,341303940.31107783,479957892.2799548,583770747.4209542
1,62,14.241935483870968,13.838709677419354,4,20,20,0,1,92.85714285714286,3.0,2576468587.4774566,5.0,5.0,175.0,175.0,234391555.5307334,192326695.29765815,108902208.98032504,108902208.98032503
0,137,14.321167883211679,13.613138686131387,20,19,30,1,11,80.86734693877551,75.0,2883444345.579746,19.0,-45.0,135.0,59.0,447184870.4290421,984842362.0443139,537611313.4290617,853315134.8733108
4,79,14.025316455696203,14.417721518987342,14,20,27,0,10,86.4795918367347,37.0,5591502764.664423,9.0,45.0,45.0,101.0,105052908.20900767,1049327735.9855617,704831746.8371066,73133096.37969938
1,52,14.365384615384615,13.634615384615385,8,20,20,0,6,90.81632653061224,19.0,4357956709.500332,-45.0,31.0,135.0,45.0,6830895.116371616,535258504.7185728,147873410.03065184,110151248.27647872
1,60,14.15,13.983333333333333,9,20,24,0,7,91.3265306122449,19.0,2506213925.829864,-135.0,45.0,5.0,45.0,207881281.45580313,235293284.72457018,74908800.0,194162228.13805154
2,127,14.078740157480315,14.023622047244094,20,18,21,0,10,79.33673469387756,135.0,3492663308.746163,45.0,135.0,-109.0,79.0,411278789.00080174,365301203.917474,301805904.0916617,468967270.06120294
1,45,14.222222222222221,14.088888888888889,4,20,20,0,5,93.62244897959184,-3.0,3547222683.41872,5.0,5.0,-135.0,135.0,192326695.29765812,170632251.81969953,6310695.116371615,218883971.4519756
3,134,14.417910447761194,14.552238805970148,16,20,20,0,5,81.63265306122449,87.0,2870812385.6389174,-71.0,45.0,-79.0,45.0,780485143.1023108,100743802.14067961,208303087.7209957,327243166.59572464
2,74,13.85135135135135,14.08108108108108,14,20,27,0,11,86.73469387755102,61.0,3675534802.8942876,-45.0,9.0,-109.0,45.0,98085195.25913006,356417624.40469694,1039209607.8593762,550902822.6661305
4,86,13.848837209302326,13.94186046511628,15,20,30,0,11,87.75510204081633,-161.0,5605067513.041218,-135.0,23.0,-45.0,-161.0,744988117.9900091,538771491.223595,77431734.30096442,269606576.28584707
1,50,13.96,14.66,4,20,20,0,4,95.40816326530613,5.0,2799097648.4754972,5.0,45.0,175.0,135.0,234391555.5307334,212888843.72894856,141017034.26468086,175545250.85634616
5,84,14.464285714285714,14.035714285714286,20,16,21,0,9,86.73469387755102,75.0,3032842876.375402,19.0,79.0,-71.0,45.0,155397039.2469775,1178403715.406306,404000141.1229248,156435910.2643333
7,50,14.14,14.2,12,19,21,0,8,91.3265306122449,-161.0,3073081143.6661444,-71.0,-9.0,-45.0,-169.0,315979124.084871,300491597.33295614,56059334.36486045,379908130.27905625
6,98,13.66326530612245,14.091836734693878,14,20,30,1,13,83.6734693877551,-151.0,3766924726.1406918,45.0,45.0,-45.0,79.0,385480162.5051197,594158933.1604943,249980986.54526618,380174594.83088547
3,79,14.037974683544304,14.518987341772151,16,20,27,0,11,85.96938775510205,-101.0,3462983626.6795816,-71.0,135.0,-45.0,135.0,767667515.4341325,131084831.51624386,522375395.85497093,688667361.6995186
7,100,14.09,14.14,17,20,27,0,8,85.20408163265306,-135.0,4756909706.1373005,-109.0,81.0,-135.0,-135.0,207881687.9392073,459060495.2491775,189455201.18544424,703786667.5189707
1,52,14.48076923076923,13.615384615384615,4,20,20,0,2,90.81632653061224,11.0,1954847799.0093095,-179.0,135.0,175.0,175.0,0.0,227625522.40806904,145504412.29542634,177293459.54903668
8,134,13.701492537313433,14.440298507462687,18,20,31,2,11,82.6530612244898,-135.0,3747000600.0000005,-45.0,45.0,135.0,135.0,197755074.32117614,953892350.3839152,688841447.5953873,54308637.1105296
0,77,13.857142857142858,14.194805194805195,12,19,33,0,11,89.54081632653062,5.0,3363847295.817713,-135.0,135.0,135.0,45.0,202021637.50830692,553796330.4664646,701292783.7214557,1006652009.612422
9,107,14.327102803738319,14.177570093457945,14,20,27,1,14,84.43877551020408,35.0,4836097625.725048,-135.0,-45.0,-79.0,45.0,667246411.3934708,652370211.4442986,277268138.05241734,192532963.4899685
2,96,13.979166666666666,14.052083333333334,20,18,27,1,13,83.16326530612244,-95.0,4523019463.245242,-135.0,135.0,-109.0,45.0,384132205.51101965,598850131.6829921,880913277.9264956,289791488.54398155
0,103,13.883495145631068,13.854368932038835,17,20,36,1,14,79.33673469387756,-135.0,7395683400.0,45.0,135.0,-135.0,45.0,178134249.2942301,572808697.2204859,589895125.9623917,1040001794.101388
8,92,13.532608695652174,14.434782608695652,14,20,32,2,14,81.63265306122449,-135.0,4646426400.0,-135.0,81.0,45.0,45.0,282722554.72523963,383008265.1136752,535205520.84305525,403497557.7344354
1,51,13.980392156862745,13.823529411764707,12,20,20,0,7,88.5204081632653,29.0,6317075342.365505,-179.0,45.0,-135.0,45.0,0.0,923749740.4288028,500190039.2086748,66596440.43294091
5,58,13.931034482758621,13.655172413793103,14,20,20,0,10,87.24489795918367,-45.0,2589299823.236476,-135.0,81.0,-45.0,45.0,416379059.61358494,418425525.1403421,259473662.7691123,573484292.4986488
2,85,13.694117647058823,13.894117647058824,19,16,24,1,12,86.4795918367347,19.0,3474014840.749635,-45.0,9.0,-45.0,-71.0,282457307.8077986,429876320.04145706,366718041.1573492,284103241.0893936
6,70,13.371428571428572,14.771428571428572,16,20,36,1,12,87.24489795918367,19.0,2927066258.2005587,-161.0,45.0,135.0,45.0,527817548.2545898,160393917.05036598,582499090.6164267,813433632.0828098
3,120,13.758333333333333,14.191666666666666,17,20,23,0,10,83.6734693877551,71.0,5053730254.159985,-109.0,19.0,-71.0,45.0,194774538.34976697,452813159.45891225,771660003.8819964,729431516.7243446
7,64,14.28125,14.171875,14,20,23,0,9,89.28571428571429,19.0,4250050801.1178927,-71.0,45.0,-179.0,-169.0,704681677.210285,289917008.2458321,0.0,529854750.13380784
4,77,13.415584415584416,14.688311688311689,18,17,29,0,11,88.01020408163265,-161.0,6318739429.982791,19.0,31.0,-101.0,45.0,413051829.27799493,551597365.3131332,454609993.135255,712700506.9627212
