dark_pixel_count,avg_x,avg_y,bbox_width,bbox_height,intersection_count,loop_count,corner_count,symmetry_metric,writing_angle_global,writing_angle_tl,writing_angle_tr,writing_angle_bl,writing_angle_br,writing_magnitude_global,writing_magnitude_tl,writing_magnitude_tr,writing_magnitude_bl,writing_magnitude_br,label
713,13.483870967741936,13.46984572230014,28,28,20,0,2,0.125,3.0,-79.0,9.0,121.0,169.0,167.12254136590408,213.29478735162905,180.57024386440378,134.9737963923241,139.6513378552595,7
618,13.357605177993527,13.433656957928802,28,28,34,0,23,0.15306122448979592,5.0,19.0,7.0,161.0,-171.0,240.8201624528752,218.13481544039152,283.53552935674435,226.3631909847072,235.24711402965758,0
629,13.26550079491256,13.322734499205087,28,28,18,0,15,0.13520408163265307,87.0,-79.0,83.0,135.0,71.0,235.5219914533694,201.38657039501598,264.01416722004063,267.05036250121685,209.63686569720397,8
623,13.377207062600322,13.284109149277688,28,28,35,0,25,0.22193877551020408,-175.0,19.0,135.0,169.0,67.0,246.17288563915596,244.492823847322,239.5641055640522,253.35482713440013,247.27978601084953,6
626,13.292332268370608,13.49041533546326,28,28,22,0,16,0.15306122448979592,87.0,-79.0,7.0,169.0,-171.0,210.31188146929657,246.81851069893742,178.24760374029694,211.79473366032215,204.3866777776298,2
670,13.329850746268656,13.438805970149254,28,28,28,0,16,0.12755102040816327,3.0,-135.0,135.0,169.0,171.0,224.7367960938183,178.8305916537852,234.38803714428852,225.83436527982798,259.8941902973715,6
641,13.533541341653667,13.444617784711388,28,28,29,0,19,0.22193877551020408,87.0,45.0,-135.0,-45.0,45.0,242.18915668700913,262.30904299532045,264.70176527640126,177.64120925409188,264.10460922222296,9
639,13.4037558685446,13.338028169014084,28,28,28,0,17,0.14030612244897958,3.0,-71.0,83.0,-59.0,169.0,266.2721988387212,313.8621307097136,251.22341247150737,291.8664401677667,208.13681200589707,3
639,13.422535211267606,13.517996870109545,28,28,21,0,16,0.17091836734693877,11.0,-135.0,19.0,-71.0,169.0,211.44768662762985,179.79376371852496,212.5908667928967,240.81524920620126,212.5908667928967,6
645,13.330232558139535,13.466666666666667,28,28,26,0,18,0.11479591836734694,87.0,-109.0,169.0,-71.0,169.0,254.48667571701966,281.15468968119205,179.32540433626772,310.79173051112986,246.67487833948906,3
668,13.347305389221557,13.408682634730539,28,28,23,0,19,0.17857142857142858,3.0,-109.0,9.0,169.0,55.0,256.32622471945723,302.69685652840894,216.67890556933486,192.66338216821777,313.26575461186724,2
630,13.503174603174603,13.333333333333334,28,28,31,0,22,0.08673469387755102,3.0,-71.0,83.0,171.0,45.0,225.99220552272442,251.85477344309328,232.53850060378792,194.30628826264106,225.2692597813755,8
677,13.376661742983751,13.398818316100444,28,28,34,0,22,0.16071428571428573,3.0,-135.0,11.0,-81.0,-169.0,251.6957998146085,225.1546312501444,292.00929257088313,275.5767280113006,214.04254742610595,8
713,13.485273492286115,13.510518934081347,28,28,20,0,6,0.08418367346938775,3.0,-135.0,9.0,169.0,45.0,167.22911397544723,161.0627455638844,160.26661243130988,181.20160483598968,166.385493070605,1
648,13.472222222222221,13.483024691358025,28,28,42,0,33,0.2602040816326531,3.0,9.0,-135.0,169.0,81.0,263.6722909157732,298.26698827045817,253.60777452639448,253.98618810598603,248.8282127602541,6
624,13.475961538461538,13.429487179487179,28,28,34,0,21,0.12755102040816327,-177.0,19.0,19.0,-45.0,45.0,252.27156487341614,251.23323896485522,292.59031801770055,266.0501306865719,199.21257182453692,4
620,13.325806451612904,13.414516129032258,28,28,22,0,16,0.11224489795918367,3.0,-81.0,81.0,109.0,169.0,279.35709540087885,304.056324587776,295.6672142253082,281.3436483712295,236.36119441920164,3
669,13.440956651718983,13.358744394618833,28,28,22,0,12,0.11989795918367346,3.0,-79.0,9.0,135.0,45.0,212.10141044592933,246.41336006230512,216.13012257325423,217.41554423063025,168.4466149175279,7
618,13.427184466019417,13.3042071197411,28,28,22,0,15,0.15816326530612246,3.0,-135.0,81.0,-59.0,45.0,230.95714110689963,205.06414503613678,260.8581423184432,212.16861369756057,245.73766337545806,6
668,13.453592814371257,13.43562874251497,28,28,24,0,13,0.14795918367346939,87.0,9.0,-45.0,-71.0,169.0,249.61258149518522,195.4785682036306,291.4973774296967,311.21398360646594,200.26039674094756,5
662,13.415407854984894,13.400302114803626,28,28,24,0,15,0.1326530612244898,87.0,-121.0,45.0,-71.0,79.0,285.8952292307564,304.6512138707778,238.9156421337625,333.2509631361653,266.7630977823201,3
670,13.440298507462687,13.371641791044777,28,28,24,0,17,0.14285714285714285,-93.0,-79.0,81.0,135.0,45.0,212.019909651265,199.1342230868791,221.45287007997482,232.74208432235667,194.7504611158494,7
665,13.40751879699248,13.443609022556391,28,28,34,0,23,0.18622448979591838,3.0,19.0,9.0,171.0,71.0,224.99074437498575,201.06862313804652,239.65279575855956,230.7469529557369,228.49460564759997,0
673,13.346210995542348,13.404160475482913,28,28,22,0,13,0.14030612244897958,169.0,-101.0,9.0,-79.0,171.0,243.92030050510593,257.78547534868295,215.5698343739702,216.29489473424283,286.03099756352776,2
642,13.33177570093458,13.378504672897197,28,28,28,0,19,0.08673469387755102,175.0,9.0,7.0,135.0,169.0,213.24036766126918,230.40708594089512,221.49897636689587,182.32551171888153,218.72989661840415,8
638,13.420062695924765,13.47962382445141,28,28,22,0,12,0.17346938775510204,-3.0,-135.0,9.0,-71.0,81.0,256.1851959986761,296.3666012416874,206.03036382838508,222.90455071318405,299.4392682114477,2
610,13.355737704918033,13.4,28,28,34,0,21,0.09183673469387756,5.0,19.0,135.0,171.0,83.0,233.34786038647516,242.26692983941052,236.38311417707385,231.15711278654857,223.5842847428676,0
607,13.352553542009884,13.273476112026358,28,28,34,0,22,0.11479591836734694,5.0,7.0,83.0,-45.0,171.0,225.71771807717863,220.74894952124245,245.90066496478673,208.88683885155052,227.33441897113488,0
646,13.38390092879257,13.428792569659443,28,28,32,0,18,0.19387755102040816,3.0,19.0,161.0,169.0,71.0,225.08925168084846,195.86454150539345,234.44871412590652,249.77752098880947,220.2662301032843,0
589,13.388794567062819,13.202037351443124,28,28,33,0,25,0.13010204081632654,3.0,-71.0,9.0,-45.0,171.0,210.5971338046955,209.97673271204573,247.64610632591672,179.10420319549354,205.66149298532602,0
600,13.301666666666666,13.481666666666667,28,28,23,0,20,0.16326530612244897,87.0,9.0,135.0,-79.0,81.0,271.65302229293445,240.0652223605478,261.8462808685637,311.2794591232674,273.42112681935896,5
666,13.35135135135135,13.342342342342342,28,28,23,0,17,0.12755102040816327,87.0,-79.0,81.0,135.0,45.0,221.82964469246895,236.2425285451341,251.22341247150737,222.33314110071854,177.51949665251576,7
662,13.424471299093655,13.353474320241691,28,28,27,0,21,0.14795918367346939,-177.0,19.0,9.0,135.0,45.0,230.87362164081705,214.84094732985702,244.40061127347983,262.7741449910732,201.47878296885816,7
660,13.36969696969697,13.440909090909091,28,28,25,1,13,0.15816326530612246,11.0,9.0,9.0,135.0,135.0,250.65265031895868,270.0206860992813,216.5765621976391,198.80319195005723,317.210161028857,7
732,13.441256830601093,13.438524590163935,28,28,20,0,7,0.09693877551020408,3.0,45.0,9.0,135.0,45.0,167.97914082110066,155.1086370855779,190.97840712970986,157.1939454615496,168.63557360756533,1
670,13.502985074626865,13.365671641791044,28,28,29,0,19,0.11224489795918367,3.0,-135.0,9.0,-45.0,45.0,226.71824082841206,228.47041911855118,238.08244925128272,254.6546088274772,185.66548611633712,9
648,13.442901234567902,13.348765432098766,28,28,23,0,21,0.19387755102040816,93.0,-81.0,-71.0,-71.0,169.0,278.625598430178,302.18012408805413,276.11842693703625,294.75723251783455,241.44661017778716,3
651,13.290322580645162,13.387096774193548,28,28,26,0,17,0.11479591836734694,3.0,9.0,83.0,-71.0,45.0,258.34173558712297,200.26039674094756,322.1098754839096,288.1404924685483,222.8561776550864,5
648,13.447530864197532,13.462962962962964,28,28,32,0,28,0.1326530612244898,3.0,19.0,7.0,171.0,169.0,217.91159562819905,185.74787219683142,226.58439212548143,228.90703224958824,230.40708594089512,8
652,13.285276073619633,13.322085889570552,28,28,32,2,21,0.14285714285714285,3.0,-101.0,169.0,-45.0,161.0,277.6102203355797,219.4799234640576,331.15531330334414,242.80459142230964,317.00105315260726,9
622,13.503215434083602,13.384244372990354,28,28,20,0,18,0.18877551020408162,87.0,45.0,135.0,-71.0,79.0,259.8480308997751,282.79355843277887,192.57067339485897,298.76484768044924,265.26304409101317,3
643,13.267496111975117,13.325038880248833,28,28,32,0,22,0.17091836734693877,3.0,9.0,79.0,171.0,9.0,219.9214498417686,211.09081310158973,252.48613441467913,194.72854135797715,221.38031049282833,8
613,13.267536704730832,13.370309951060358,28,28,32,0,20,0.2780612244897959,5.0,19.0,9.0,7.0,71.0,248.11446570817387,198.47867558624435,294.1187874759036,265.7636459240071,234.09675384654028,0
671,13.36214605067064,13.391952309985097,28,28,28,0,16,0.14030612244897958,3.0,19.0,9.0,-45.0,45.0,228.8859352848781,215.9066546613034,247.59773326781905,249.0040875704392,203.03526563995064,9
645,13.297674418604652,13.342635658914729,28,28,32,0,26,0.2423469387755102,-3.0,9.0,-9.0,135.0,-71.0,231.49584641580208,232.65716647785547,193.1559280795238,189.57056601224517,310.59972509358386,8
643,13.401244167962675,13.396578538102643,28,28,30,0,22,0.13010204081632654,3.0,-135.0,45.0,169.0,-109.0,236.6942713943589,208.18291829281816,276.5898330468019,226.58439212548137,235.41994211233416,6
690,13.456521739130435,13.440579710144927,28,28,24,0,19,0.11734693877551021,3.0,9.0,83.0,135.0,45.0,248.47738586647614,214.43078749904535,331.5185868909027,255.4257754746709,192.53439360128576,9
627,13.307814992025518,13.497607655502392,28,28,32,0,27,0.14030612244897958,3.0,-109.0,7.0,-71.0,169.0,235.43538242294812,230.4531922278162,199.93262299063022,242.17245049439174,269.1832639789542,8
696,13.379310344827585,13.458333333333334,28,28,29,0,12,0.12244897959183673,3.0,9.0,135.0,-45.0,169.0,226.65266627003305,225.26120385968755,322.5137312007082,190.0371548228424,168.79857519689406,9
649,13.377503852080123,13.459167950693374,28,28,23,0,13,0.16071428571428573,-3.0,-135.0,9.0,169.0,-101.0,251.55024782531945,277.2133299917108,188.19222492251438,218.49886898428207,322.2965674027705,2
704,13.474431818181818,13.477272727272727,28,28,20,0,10,0.1683673469387755,-177.0,-135.0,19.0,169.0,45.0,184.6591117219245,171.7543468642467,207.3867851602436,201.38657039501598,158.10874446819167,1
644,13.361801242236025,13.479813664596273,28,28,25,0,16,0.15816326530612246,-3.0,45.0,-9.0,-71.0,171.0,253.1257556790285,302.0130851558889,184.69425812990946,297.75733990044836,228.03833952986724,3
623,13.242375601926163,13.306581059390048,28,28,30,0,17,0.19642857142857142,5.0,19.0,9.0,-79.0,23.0,252.3513473152432,226.01928662702895,297.0947083294686,221.75645730124333,264.534937003232,4
620,13.512903225806452,13.358064516129032,28,28,36,0,22,0.20408163265306123,5.0,9.0,81.0,169.0,81.0,266.53987797012763,296.46334735788275,227.42889831615358,259.6125228339752,282.654743372499,6
662,13.421450151057401,13.489425981873111,28,28,30,0,22,0.1683673469387755,3.0,-135.0,81.0,169.0,79.0,257.08814984055203,216.52592236836495,297.9664477766982,238.82038283241178,275.03984638473344,6
719,13.474269819193324,13.421418636995828,28,28,20,0,4,0.058673469387755105,11.0,45.0,9.0,135.0,45.0,165.49374720742347,164.0167466595771,181.20160483598968,155.6938917702427,161.0627455638844,1
683,13.46705710102489,13.472913616398243,28,28,23,0,16,0.14030612244897958,87.0,11.0,83.0,135.0,45.0,236.96251721855953,315.02959335153463,239.94655648648026,213.08015531769817,179.79376371852496,7
651,13.427035330261136,13.465437788018432,28,28,24,0,13,0.19642857142857142,3.0,11.0,161.0,-71.0,-135.0,242.4641394402189,273.95574167474956,186.50094576999342,242.94666386909404,266.4532064470385,2
652,13.372699386503067,13.372699386503067,28,28,35,0,31,0.1326530612244898,87.0,-81.0,-109.0,-59.0,45.0,287.49609983593274,278.32162123074346,285.7211062282462,255.13428151792675,330.8073903668144,8
666,13.39039039039039,13.387387387387387,28,28,30,1,22,0.12755102040816327,3.0,9.0,9.0,169.0,169.0,230.71432941929646,228.25226470528546,239.9223699574314,241.79226634314026,212.8904166713287,9
645,13.421705426356588,13.30232558139535,28,28,27,1,21,0.16581632653061223,87.0,-71.0,79.0,-45.0,171.0,275.7048058381747,311.6823429887231,243.815356588815,332.1989089819073,215.1226147932533,3
661,13.319213313161876,13.416036308623298,28,28,25,0,24,0.16581632653061223,-3.0,-135.0,169.0,169.0,45.0,250.52641444887462,276.88555624139343,230.24004700872987,216.83177636080998,278.14827818456524,2
724,13.443370165745856,13.502762430939226,28,28,20,0,5,0.08673469387755102,-3.0,-135.0,-45.0,-45.0,169.0,169.28016122926394,155.6938917702427,172.3396015489115,167.88554676191194,181.20160483598968,1
643,13.247278382581648,13.343701399688959,28,28,27,0,18,0.19642857142857142,87.0,9.0,83.0,-45.0,45.0,268.5167994362135,201.76045043225446,334.01809244052254,308.0486078633469,230.2400470087299,5
688,13.472383720930232,13.409883720930232,28,28,22,0,13,0.16326530612244897,87.0,-79.0,9.0,-135.0,169.0,197.72077842599347,205.83835841083908,242.75770517905656,163.3377925862256,178.94925752785275,7
631,13.415213946117275,13.334389857369255,28,28,23,0,17,0.1556122448979592,87.0,-101.0,9.0,-81.0,79.0,265.6624390319717,278.83913362743033,208.60340081649431,262.2629367083994,312.9442849755629,2
625,13.3424,13.3728,28,28,24,0,17,0.15051020408163265,87.0,19.0,161.0,-71.0,83.0,267.52895491675343,285.9514663155311,197.72864874059096,321.8040214914645,264.63168311942724,3
654,13.261467889908257,13.34709480122324,28,28,25,0,16,0.17857142857142858,87.0,55.0,9.0,169.0,-135.0,243.5905080833703,280.21343737432466,187.06909799595448,191.6097681012958,315.4697288619065,2
640,13.3671875,13.5203125,28,28,29,1,23,0.1836734693877551,87.0,11.0,83.0,-71.0,81.0,292.6440005885585,288.68219139428396,291.2131594383086,320.1409662108289,270.5396853108127,5
672,13.462797619047619,13.43452380952381,28,28,33,0,20,0.12755102040816327,9.0,23.0,19.0,161.0,67.0,267.27348327183176,257.7605088633021,271.8734800262864,304.6051075838567,234.8548366138817,4
585,13.321367521367522,13.488888888888889,28,28,35,0,22,0.20153061224489796,3.0,-135.0,45.0,161.0,-101.0,253.69999737408187,272.24658010719287,261.8180569966785,233.40719332350892,247.3281590689472,6
653,13.320061255742726,13.33384379785605,28,28,33,0,23,0.13520408163265307,3.0,9.0,9.0,169.0,45.0,215.20902883459155,207.85337397084086,217.6301762645611,195.35990232956303,239.9926627734013,8
660,13.33939393939394,13.340909090909092,28,28,21,0,19,0.19387755102040816,3.0,-79.0,83.0,-45.0,59.0,250.33173754752966,210.34078625593634,238.26236140430436,297.96340104918966,254.76040148068833,5
648,13.396604938271604,13.416666666666666,28,28,36,0,16,0.14285714285714285,9.0,19.0,45.0,169.0,45.0,248.9665418948625,264.17315023051793,304.1707612239962,217.92167022130522,209.6005859036307,4
611,13.436988543371521,13.281505728314238,28,28,21,0,10,0.10459183673469388,87.0,-101.0,9.0,169.0,-101.0,249.79404157433638,273.4259441185274,188.19222492251438,222.20289692562827,315.35510033067544,2
655,13.375572519083969,13.450381679389313,28,28,30,0,15,0.21173469387755103,3.0,-135.0,135.0,161.0,161.0,234.97080290177655,216.90206917677992,244.4233109876841,219.998922675589,258.55890876705325,6
686,13.463556851311953,13.451895043731778,28,28,25,0,22,0.15306122448979592,3.0,7.0,67.0,135.0,45.0,279.43765779903794,289.68261510393984,324.40606230779105,279.28153590897864,224.3804178754421,3
664,13.533132530120483,13.478915662650602,28,28,22,0,11,0.15816326530612246,3.0,169.0,-71.0,-45.0,169.0,244.2149465188566,211.84083994724324,267.79960939053825,256.4040875314436,240.81524920620126,5
676,13.402366863905325,13.45266272189349,28,28,22,0,16,0.1326530612244898,87.0,-81.0,83.0,-45.0,45.0,267.1876359232876,306.38682873855987,280.1494486723677,255.98183443610748,226.2324318461152,3
590,13.416949152542372,13.36271186440678,28,28,31,0,20,0.18877551020408162,3.0,19.0,9.0,-79.0,169.0,229.77861954456492,204.0687305206603,228.44849936067888,261.10275003193425,225.4944982649862,0
612,13.522875816993464,13.374183006535947,28,28,23,0,23,0.20918367346938777,87.0,71.0,97.0,-81.0,85.0,309.93889264256404,294.9512004020514,292.06975889350514,343.20059351256214,309.5340177621374,3
700,13.505714285714285,13.414285714285715,28,28,20,0,11,0.15816326530612246,-177.0,45.0,9.0,-79.0,45.0,185.03412514475121,169.3856004532188,182.7016585272966,214.79484104293596,173.25440055555362,1
659,13.47040971168437,13.494688922610015,28,28,36,0,25,0.14030612244897958,3.0,-135.0,45.0,161.0,-135.0,246.53693918304657,241.44434340661056,250.7706687331094,239.94655648648026,253.98618810598603,6
577,13.37261698440208,13.37261698440208,28,28,22,0,13,0.1760204081632653,-3.0,71.0,169.0,-79.0,81.0,232.80387012718762,289.3909292521848,222.6430324360001,204.38667777762979,214.79484104293596,2
638,13.27742946708464,13.423197492163009,28,28,23,0,17,0.16326530612244897,3.0,67.0,-11.0,171.0,-135.0,240.48471337704333,287.71597260203566,224.92516352868634,228.10863234583712,221.1890850316143,2
580,13.255172413793103,13.594827586206897,28,28,27,0,18,0.2755102040816326,87.0,-135.0,11.0,-71.0,45.0,263.8699529874154,274.19307342288465,260.1776283324277,314.8484986881742,206.26061150617514,3
612,13.418300653594772,13.40359477124183,28,28,24,0,16,0.23469387755102042,87.0,9.0,-19.0,-71.0,79.0,221.30283765900793,256.3508971741775,180.77708496947704,196.9786218949375,251.1047465974398,6
625,13.3344,13.304,28,28,28,0,21,0.1913265306122449,15.0,19.0,9.0,-45.0,45.0,246.40569411878315,205.88673146893672,322.7944268127616,258.8390894156049,198.10252877782938,4
727,13.471801925722145,13.473177441540578,28,28,20,0,10,0.1096938775510204,3.0,-135.0,9.0,169.0,45.0,172.53372158538124,167.7668808878444,172.41216113605802,181.20160483598968,168.75423948163294,1
667,13.317841079460269,13.397301349325337,28,28,18,0,10,0.18112244897959184,87.0,19.0,81.0,-79.0,45.0,217.17348533244186,203.24418162118954,187.0370474402286,293.83712001250734,184.5755922558419,5
685,13.335766423357665,13.38978102189781,28,28,26,0,12,0.1096938775510204,3.0,9.0,9.0,-45.0,45.0,212.19117153335716,224.33431158852108,209.1685063149468,213.86950868443344,201.39235954552737,9
596,13.36241610738255,13.488255033557047,28,28,22,0,13,0.1326530612244898,3.0,19.0,7.0,-79.0,83.0,229.56749299689687,201.47878296885818,271.12267322430097,211.79473366032212,233.87378213410616,6
602,13.383720930232558,13.308970099667775,28,28,28,0,19,0.14285714285714285,87.0,-71.0,169.0,-71.0,161.0,248.7552203581115,269.9310240534311,227.21575309706733,268.96707203235934,228.90703224958824,2
641,13.399375975039002,13.294851794071763,28,28,22,0,11,0.22193877551020408,87.0,71.0,81.0,19.0,-161.0,232.2993545553101,223.33889707304456,250.01485273694456,271.2098766039638,184.63379180728737,7
676,13.423076923076923,13.377218934911243,28,28,32,0,19,0.1836734693877551,23.0,23.0,11.0,-79.0,45.0,267.53165450292613,214.06673395515475,318.85306712328037,304.6917229021984,232.51509403107107,8
597,13.353433835845896,13.422110552763819,28,28,26,0,22,0.13520408163265307,9.0,-101.0,81.0,135.0,59.0,246.65177208535314,236.40730070612273,254.22351985412118,282.7079337297651,213.26833405140363,8
611,13.435351882160393,13.379705400981997,28,28,33,0,25,0.06887755102040816,3.0,9.0,19.0,169.0,171.0,233.66354087226807,248.03207962767954,225.24911059516316,250.07305228839007,211.29992097783958,0
628,13.343949044585987,13.286624203821656,28,28,27,0,19,0.11734693877551021,3.0,-135.0,9.0,-45.0,45.0,232.17444705989732,222.7616983100677,242.31530289750816,250.9838139521957,212.63697307981775,9
563,13.33392539964476,13.280639431616342,28,28,23,0,18,0.14540816326530612,87.0,9.0,-9.0,-71.0,79.0,273.030948842124,290.93149197491226,192.73367498418764,327.5107798332771,280.9478485761188,3
609,13.195402298850574,13.318555008210181,28,28,28,0,22,0.29846938775510207,-93.0,19.0,81.0,-81.0,-135.0,247.99781850552455,201.47878296885818,271.2171525693197,294.98748019562464,224.30785828829568,0
704,13.413352272727273,13.471590909090908,28,28,21,0,9,0.11734693877551021,-177.0,-135.0,9.0,-45.0,45.0,176.75246329566397,174.0165206657315,178.23551047577254,193.1098217926027,161.6480002485492,1
687,13.461426491994178,13.473071324599708,28,28,20,0,11,0.21173469387755103,-175.0,-135.0,9.0,-79.0,45.0,197.92768202373458,171.7543468642467,212.5908667928967,237.11122126485506,170.2542931729398,1
655,13.447328244274809,13.485496183206108,28,28,31,0,28,0.058673469387755105,3.0,7.0,9.0,135.0,169.0,231.19245418361652,230.40708594089512,218.49886898428207,255.8188328467788,220.0450289625101,8
618,13.44822006472492,13.483818770226538,28,28,20,0,17,0.22959183673469388,-93.0,45.0,135.0,-81.0,81.0,226.63202177615676,275.3208069896171,250.70441325997598,183.5242449600965,196.9786218949375,2
690,13.4,13.36231884057971,28,28,23,0,13,0.1683673469387755,3.0,-71.0,9.0,161.0,169.0,258.97002526882505,259.1036544202974,238.44650279517336,313.0808332646663,225.24911059516316,3
583,13.499142367066895,13.46483704974271,28,28,28,0,19,0.288265306122449,-177.0,-79.0,9.0,-71.0,45.0,257.63607211317805,336.6328145826946,228.08444581678827,262.5665239296679,203.26050412356136,3
629,13.523052464228934,13.45945945945946,28,28,22,0,9,0.08418367346938775,3.0,7.0,45.0,169.0,169.0,205.00594548469127,193.85984863825612,238.20690427586163,193.97851451232367,193.97851451232367,6
633,13.260663507109005,13.322274881516588,28,28,28,1,17,0.18112244897959184,45.0,-45.0,81.0,-45.0,45.0,252.8777826449931,244.93522612887043,297.5169614248047,259.91689001157573,209.1420530147214,4
680,13.5,13.489705882352942,28,28,32,0,20,0.12244897959183673,3.0,-135.0,-31.0,161.0,161.0,246.93835279542336,232.6087934197578,267.5139045843055,240.81524920620126,246.81546397142884,6
682,13.486803519061583,13.409090909090908,28,28,18,0,15,0.1683673469387755,87.0,-79.0,81.0,-71.0,-135.0,208.32306172776933,199.2317491594064,181.83296580757556,283.71062421059753,168.5169077334978,5
719,13.450625869262865,13.468706536856745,28,28,25,0,18,0.10459183673469388,-177.0,-135.0,19.0,169.0,169.0,197.8271560464536,169.3856004532188,198.47867558624435,232.53850060378792,190.90584754256344,6
618,13.401294498381876,13.28640776699029,28,28,25,0,18,0.20408163265306123,11.0,-109.0,-81.0,171.0,171.0,243.29749076287192,183.66256382085973,280.4046628355386,262.7093763327843,246.41336006230512,6
668,13.365269461077844,13.359281437125748,28,28,30,0,22,0.14795918367346939,3.0,9.0,9.0,169.0,45.0,226.78342540862505,202.18270352759055,260.7628830170925,200.53979743316728,243.64831765664982,8
633,13.309636650868878,13.450236966824644,28,28,22,0,14,0.2423469387755102,11.0,71.0,81.0,-45.0,-161.0,238.17712358538446,251.76029409807452,268.12256584168716,250.03176330063746,182.79387110113873,7
562,13.167259786476869,13.129893238434164,28,28,21,0,13,0.1326530612244898,3.0,-79.0,83.0,171.0,-169.0,228.64148601156032,245.05615877411458,230.2521402732543,231.06263344152987,208.19501155734255,8
575,13.252173913043478,13.384347826086957,28,28,28,0,25,0.16581632653061223,-3.0,-71.0,79.0,-79.0,59.0,261.6487772370948,243.81535658881504,294.3561192240387,287.11588222984363,221.3077509056819,8
719,13.460361613351878,13.440890125173853,28,28,29,0,19,0.09948979591836735,3.0,-135.0,45.0,161.0,171.0,224.0736785971671,187.9518464468707,232.74130436602465,210.38689254285742,265.21467103291553,6
625,13.384,13.2736,28,28,25,0,20,0.18622448979591838,171.0,-99.0,83.0,135.0,45.0,242.39453692099593,222.6349765143122,284.0021181673416,266.2803783643619,196.660674637968,9
640,13.4265625,13.4765625,28,28,34,0,29,0.07142857142857142,85.0,31.0,-7.0,135.0,169.0,228.55393858463378,219.2829088523322,236.27654156753073,220.0450289625101,238.611274956162,0
626,13.301916932907348,13.343450479233226,28,28,25,0,22,0.23979591836734693,-93.0,19.0,81.0,-79.0,71.0,227.19963187169895,189.57056601224517,235.53860798640173,263.76299039970627,219.92636308844254,0
636,13.39622641509434,13.404088050314465,28,28,24,0,21,0.21428571428571427,-95.0,71.0,81.0,81.0,171.0,248.49302116617312,228.20311169085582,321.6652064311846,231.95629264663162,212.1474738960203,5
681,13.359765051395007,13.439060205580029,28,28,20,0,9,0.20153061224489796,-175.0,23.0,9.0,-79.0,45.0,196.8026417552544,171.7543468642467,211.0908131015898,223.70295061693517,180.6624564382459,1
647,13.474497681607419,13.312210200927357,28,28,24,0,18,0.18112244897959184,3.0,7.0,-67.0,97.0,45.0,240.3508646741127,221.4989763668959,276.2783817988564,289.0091851882693,174.61691534242925,5
624,13.407051282051283,13.389423076923077,28,28,19,0,18,0.12755102040816327,-93.0,71.0,81.0,-81.0,81.0,254.52258380688178,271.3849714578169,279.4243883120951,237.1112212648551,230.16975419276,2
706,13.395184135977336,13.444759206798867,28,28,20,0,10,0.15306122448979592,-5.0,-135.0,-45.0,-45.0,161.0,184.81695196482096,176.04362949025767,170.13562729887227,166.385493070605,226.70305799954892,1
590,13.240677966101694,13.438983050847458,28,28,24,0,20,0.27040816326530615,85.0,-79.0,83.0,-71.0,169.0,283.05200542007896,306.45712155452975,297.3562266066525,296.48753388693154,231.90713963220202,3
672,13.398809523809524,13.379464285714286,28,28,22,0,10,0.12755102040816327,-3.0,-79.0,81.0,-45.0,45.0,241.89987639076622,340.0705069476884,261.8455009122318,196.5813352849822,169.1021624181626,7
626,13.327476038338657,13.354632587859426,28,28,28,0,17,0.20408163265306123,-161.0,-161.0,23.0,135.0,45.0,245.19637270234327,203.2605041235613,299.32768640772514,262.5602198156549,215.63708046243156,4
665,13.35639097744361,13.44812030075188,28,28,25,0,14,0.10459183673469388,3.0,9.0,9.0,-45.0,45.0,212.1424084970935,231.6698078840669,219.130229955868,218.4441918121714,179.32540433626778,9
671,13.417287630402384,13.463487332339792,28,28,18,0,11,0.18622448979591838,87.0,45.0,-59.0,-79.0,45.0,237.83523789912445,203.70772370427824,263.7105799987721,299.7451222038928,184.17752568955464,5
628,13.468152866242038,13.286624203821656,28,28,22,0,16,0.19387755102040816,87.0,-71.0,135.0,-71.0,83.0,278.91036483990547,322.65865847999027,198.85255562348286,299.7741260321101,294.3561192240387,3
633,13.421800947867299,13.4739336492891,28,28,22,0,21,0.21683673469387754,87.0,45.0,71.0,-79.0,169.0,244.18451836846256,204.38441100645323,313.30106255409754,257.61992323136235,201.4326766819371,6
608,13.375,13.398026315789474,28,28,28,0,18,0.17857142857142858,87.0,19.0,135.0,-79.0,81.0,237.3045978939025,219.22244252971018,266.3948150005821,232.53850060378792,231.06263344152987,6
646,13.425696594427244,13.475232198142415,28,28,20,0,12,0.23469387755102042,69.0,-79.0,-59.0,161.0,67.0,230.68265366135387,286.3658553841902,234.90724701481582,219.29500211685664,182.1625101295528,7
666,13.484984984984985,13.487987987987989,28,28,42,0,25,0.17346938775510204,87.0,-135.0,71.0,149.0,-135.0,276.17402284981443,292.079585386853,244.35301817171418,282.3753426802793,285.8881451604114,6
599,13.49415692821369,13.263772954924875,28,28,25,0,19,0.19642857142857142,3.0,19.0,81.0,171.0,45.0,205.76806559486917,212.16861369756057,249.90828012740144,179.82021701875033,181.17515153576426,8
647,13.279752704791346,13.353941267387944,28,28,23,0,18,0.18112244897959184,87.0,45.0,9.0,169.0,-135.0,245.88763330375707,270.4648589524897,197.82617481311826,219.130229955868,296.12926949355233,2
593,13.350758853288363,13.367622259696459,28,28,24,0,19,0.1556122448979592,5.0,19.0,81.0,-101.0,45.0,246.65177208535314,235.53860798640173,242.31530289750816,287.9120153624181,220.84116209508463,9
